Adm_Year,Gender,Age,HSC_Pass_Year,Program,Merit_Scholarship,Uni_Transport,Learn_Mode,Smartphone,PC,Eng_Proficiency,Probation,Suspension,Do you attend in teacher consultancy for any kind of academical problems? ,Relationship,CoCurricular,Living_Arrangement,Health_Issues,Physical_Disabilities,Target,Curr_Sem1,Study_Hours1,Study_Sessions1,SM_Hours1,Avg_Attendance1,Skills1,Skill_Dev_Hours1,Interest_Area1,Prev_SGPA1,Curr_CGPA1,Completed_Credits1,Diploma,Family_Income1
2022,Male,22,2020,BCSE,Yes,Yes,Offline,Yes,Yes,Intermediate,Yes,No,Yes,Single,No,Family,No,No,Good,2,3,2,2,98,Programming,1,Software,3.73,3.73,11,FALSE,75000
2021,Male,21,2019,BCSE,Yes,Yes,Online,Yes,Yes,Intermediate,No,No,Yes,Single,Yes,Bachelor,Yes,Yes,Good,3,4,4,2,95,"Programming, Web development",3,Data Science,3.73,3.68,26,FALSE,35000
2022,Female,22,2020,BCSE,Yes,Yes,Online,Yes,Yes,Intermediate,No,No,Yes,Single,No,Bachelor,No,No,Poor,2,3,2,1,95,"Programming, Networking",2,Networking,3.65,0,11,TRUE,20000
2022,Female,21,2020,BCSE,Yes,Yes,Offline,Yes,Yes,Basic,No,No,Yes,Single,No,Family,No,No,Good,2,4.5,2,3,100,Programming,2,Software,3.45,3.39,11,FALSE,35000
2022,Male,21,2020,BCSE,Yes,Yes,Offline,Yes,Yes,Basic,No,No,Yes,Single,No,Bachelor,No,No,Average,2,4.5,2,3,100,Programming,2,Software,2.58,3.39,11,FALSE,35000
2021,Female,20,2020,BCSE,Yes,No,Online,Yes,No,Advance,Yes,No,Yes,Single,No,Bachelor,Yes,No,Poor,3,4.5,4.5,2,98,Programming,5,Networking,1.87,3.5,32,FALSE,20000
2020,Male,21,2019,BCSE,No,No,Offline,Yes,Yes,Intermediate,No,No,No,Single,No,Family,No,No,Poor,7,1,1,2,93,"Programming, Software Development",1,Artificial Intelligence,0,0,0,FALSE,40000
2020,Female,20,2019,BCSE,Yes,Yes,Online,Yes,Yes,Intermediate,No,No,Yes,Single,Yes,Family,No,No,Excellent,7,4,2,1,98,Programming,3,Artificial Intelligence,3.96,3.99,76,FALSE,25000
2019,Male,22,2019,BCSE,Yes,Yes,Online,Yes,Yes,Intermediate,No,No,No,Single,No,Family,Yes,No,Good,8,4,2,1,90,working on web,2,Software,3.68,3.73,84,FALSE,25000
2019,Male,20,2019,BCSE,Yes,No,Offline,Yes,Yes,Basic,Yes,No,No,Married,Yes,Bachelor,No,No,Poor,9,5,2,10,50,Programming,2,Networking,0.35,2.3,90,FALSE,50000
2019,Male,22,2017,BCSE,No,Yes,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,Yes,Family,No,No,Poor,9,4,2,4,90,"Programming, Software Development",2,Data Science,2.04,2.86,93,FALSE,50000
2020,Male,21,2019,BCSE,Yes,Yes,Offline,Yes,Yes,Advance,No,No,No,Single,No,Family,No,No,Poor,8,0.5,1,2,100,"Programming, Web development",1,Software,3.74,3.67,90,FALSE,30000
2020,Female,21,2019,BCSE,No,No,Offline,Yes,Yes,Intermediate,No,No,No,Single,No,Bachelor,No,No,Excellent,8,4.5,2.5,2,95,Programming,1,Software,3.75,3.75,110,FALSE,23000
2020,Female,22,2018,BCSE,No,No,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,No,Bachelor,No,No,Good,8,2,3,1,90,Programming,2,Data Science,3.3,3.26,86,FALSE,50000
2019,Male,23,2019,BCSE,Yes,No,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,Yes,Bachelor,Yes,No,Good,8,5,3,4,98,Programming,3,Networking,3.72,3.45,90,FALSE,25000
2019,Male,24,2018,BCSE,No,No,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,Yes,Bachelor,No,No,Good,8,4,2,2,88,Programming,2,Machine Learning / Deep Learning,3.21,3.39,85,FALSE,40000
2020,Female,21,2018,BCSE,Yes,Yes,Offline,Yes,Yes,Intermediate,No,No,No,Married,Yes,Family,No,No,Average,7,1,1,2,100,Nothing much,0,Data Science,3.64,3.65,76,FALSE,60000
2020,Female,22,2018,BCSE,Yes,Yes,Offline,Yes,Yes,Advance,No,No,No,In a relationship,No,Family,Yes,No,Average,8,3.347529813,1,5,90,"E-commerce, Digital marketing",2,Networking,2.86,3.42,87,FALSE,50000
2019,Male,22,2018,BCSE,Yes,Yes,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,No,Family,No,No,Excellent,8,4,2,1,90,Programming,2,Data Science,3.78,3.88,93,FALSE,30000
2016,Male,24,2014,BCSE,No,Yes,Offline,Yes,Yes,Basic,Yes,No,No,Single,Yes,Bachelor,No,No,Poor,13,5,4,5,99,Software Development skill,2,Artificial Intelligence,2.66,2.76,115,FALSE,50000
2020,Female,21,2019,BCSE,No,Yes,Offline,Yes,Yes,Advance,No,No,No,Married,Yes,Family,No,No,Average,8,2,2,3,90,Programming,1,Networking,3.04,2.87,85,FALSE,100000
2020,Male,20,2019,BCSE,No,No,Offline,Yes,Yes,Intermediate,No,No,No,Single,No,Family,No,No,Poor,8,1.5,1.5,4,80,Programming,1,Networking,1.76,2.55,64,FALSE,35000
2020,Male,22,2019,BCSE,Yes,Yes,Online,Yes,Yes,Advance,No,No,Yes,Single,No,Family,No,No,Good,8,3,3,2,98,"Programming, Web development",2,"Software, Blockchain Engineering",3.15,3.71,84,FALSE,5000
2020,Male,22,2019,BCSE,Yes,Yes,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,No,Bachelor,No,No,Good,8,2,2,1,100,"Programming, Software Development",4,Machine Learning / Deep Learning,4,3.62,86,FALSE,50000
2022,Female,20,2020,BCSE,No,Yes,Offline,Yes,Yes,Intermediate,No,No,No,Single,No,Family,No,No,Good,2,3,1,2,100,Programming,3,Software,3.58,3.58,14,FALSE,45000
2022,Male,21,2019,BCSE,No,Yes,Offline,Yes,Yes,Intermediate,No,No,No,Single,Yes,Family,Yes,No,Good,8,6,2,2,95,Programming,3,Software,3.4,3.4,11,FALSE,30000
2020,Male,22,2019,BCSE,No,Yes,Online,Yes,Yes,Advance,Yes,No,No,Single,No,Family,Yes,No,Poor,8,2,1,16,78,"Programming, Cyber security,",2,Data Science,2.44,2.77,76,FALSE,30000
2020,Male,22,2019,BCSE,Yes,Yes,Online,Yes,Yes,Advance,No,No,No,Single,Yes,Family,No,No,Excellent,7,6,3,1,97,"Programming, Web development",1,Data Science,3.94,3.91,75,FALSE,40000
2018,Male,24,2016,BCSE,Yes,No,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,Yes,Bachelor,Yes,No,Average,10,30,1,0.5,80,Teaching,0,Teaching,3,2.85,90,FALSE,50000
2020,Female,21,2019,BCSE,Yes,Yes,Offline,Yes,Yes,Intermediate,No,No,No,Engaged,No,Family,Yes,No,Average,8,1,1,3,85,Programming,1,Data Science,3.32,3.27,88,FALSE,50000
2022,Male,22,2020,BCSE,Yes,Yes,Offline,Yes,Yes,Basic,No,No,Yes,Single,No,Family,No,No,Average,2,2,1,5,90,Programming,2,Software,2.8,2.8,11,FALSE,30000
2020,Female,22,2018,BCSE,No,No,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,Yes,Bachelor,No,No,Good,6,3.5,2,3,99,Web development skill(Frontend),2,Artificial Intelligence,3.39,3.33,70,FALSE,40000
2017,Female,26,2013,BCSE,Yes,Yes,Online,Yes,Yes,Intermediate,No,No,Yes,Married,No,Family,No,No,Average,11,1,1,1,100,Networking,2,Networking,3.2,3.44,117,FALSE,40000
2020,Female,21,2019,BCSE,Yes,No,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,Yes,Bachelor,No,No,Average,2022,2,5,2,95,Programming,1,Data Science,3.31,2.9,70,FALSE,20000
2018,Male,23,2017,BCSE,No,Yes,Online,No,Yes,Intermediate,Yes,No,Yes,Single,Yes,Family,No,No,Average,14,5.5,2,4,80,"Programming, Web development",1,UI/UX,2.96,3.06,136,FALSE,18000
2022,Male,20,2020,BCSE,Yes,Yes,Offline,Yes,Yes,Basic,No,No,No,Single,No,Family,No,No,Good,2,3,2,4,100,Programming,2,Software,3.68,3.68,11,FALSE,35000
2022,Female,20,2018,BCSE,No,Yes,Online,Yes,Yes,Basic,No,No,Yes,Single,Yes,Family,No,No,Poor,2,4,2,6,100,Programming,2,Networking,0,3.78,11,FALSE,4000
2020,Male,21,2019,BCSE,Yes,No,Offline,Yes,Yes,Intermediate,No,No,No,Single,Yes,Bachelor,Yes,No,Good,7,4,3,1,95,Programming,3,Data Science,3.87,3.68,86,FALSE,15000
2022,Male,21,2020,BCSE,Yes,Yes,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,No,Family,No,No,Excellent,2,3,2,1,100,Programming,1,Software,3.9,3.9,11,FALSE,20000
2018,Male,24,2017,BCSE,No,No,Online,Yes,Yes,Advance,No,No,No,Engaged,No,Family,No,No,Average,13,2.5,2,2,90,"Web development skill(Backend),",4,Artificial Intelligence,2.65,2.97,130,FALSE,25000
2020,Male,22,2019,BCSE,No,No,Offline,Yes,Yes,Intermediate,No,No,No,Single,No,Bachelor,No,No,Good,8,2,1,3,100,"Programming, Cyber security",1,Cybersecurity ,3.29,3.65,100,FALSE,100000
2020,Female,20,2019,BCSE,No,Yes,Online,Yes,Yes,Intermediate,No,No,Yes,Single,Yes,Family,No,No,Good,8,3.5,2,2,97,Web development skill(Frontend),2,Machine Learning / Deep Learning,3.14,3.62,95,FALSE,48400
2017,Male,24,2016,BCSE,No,No,Offline,Yes,Yes,Intermediate,Yes,Yes,Yes,Single,No,Family,Yes,No,Poor,17,4.5,2,8,80,"Programming, Software Development",10,UI/UX,3.15,3.39,140,FALSE,30000
2020,Female,21,2019,BCSE,Yes,Yes,Online,Yes,Yes,Intermediate,No,No,Yes,Single,No,Family,No,No,Good,8,2,2,2,100,Web development skill(Frontend),3,Software,3.46,3.55,88,FALSE,80000
2020,Female,22,2019,BCSE,No,No,Online,Yes,Yes,Intermediate,No,No,Yes,Single,No,Family,No,No,Average,8,1.5,1,3,99,Software Development skill,0,Software,3.32,3.17,85,FALSE,40000
2020,Female,21,2019,BCSE,Yes,Yes,Offline,Yes,Yes,Intermediate,No,No,No,Single,No,Family,No,No,Good,2022,3.5,1,4,95,Programming,2,Data Science,3.21,3.36,76,FALSE,25000
2022,Male,19,2020,BCSE,Yes,No,Offline,Yes,Yes,Basic,No,No,Yes,Single,No,Bachelor,No,No,Excellent,2,5.5,2,1.5,100,Programming,4,Artificial Intelligence,3.93,3.93,11,FALSE,15000
2019,Male,24,2017,BCSE,No,No,Offline,Yes,Yes,Intermediate,No,No,No,Single,No,Family,No,No,Excellent,11,6,2,1,90,"Programming, Web development",3,Networking,3.94,3.76,130,TRUE,40000
2021,Female,22,2021,BCSE,No,No,Online,Yes,Yes,Intermediate,Yes,No,Yes,Single,Yes,Bachelor,No,No,Poor,3,4,4,3,95,Programming,2,Software,2.87,2.31,24,FALSE,200000
2021,Male,21,2020,BCSE,No,No,Offline,Yes,Yes,Basic,No,No,Yes,Single,No,Bachelor,No,No,Good,5,3,3,2,100,Programming,2,Software,3.31,3.27,49,FALSE,30000
2022,Female,19,2020,BCSE,Yes,Yes,Online,Yes,Yes,Intermediate,No,No,Yes,Single,Yes,Family,No,Yes,Excellent,2,5,2,1,99,Programming,1,Data Science,4,4,11,FALSE,35000
2022,Male,20,2020,BCSE,Yes,No,Offline,Yes,Yes,Basic,No,No,No,Single,No,Bachelor,No,No,Poor,2,0,0,4,100,Programming,1,Data Science,4.6,4.6,12,FALSE,20000
2021,Male,20,2020,BCSE,Yes,No,Online,Yes,Yes,Intermediate,Yes,No,Yes,Single,No,Bachelor,Yes,No,Poor,3,1,1,2,75,Programming,1,Machine Learning / Deep Learning,2.08,2.68,20,FALSE,50000
2021,Female,22,2020,BCSE,No,Yes,Offline,Yes,Yes,Basic,Yes,No,Yes,Single,No,Family,No,No,Poor,3,6,2,3,80,Programming,2,Software,2.62,2.64,18,TRUE,5000
2022,Male,19,2020,BCSE,Yes,Yes,Offline,Yes,Yes,Basic,No,No,Yes,Single,Yes,Bachelor,No,No,Poor,2022,2,1,12,100,"Programming, Web development",2,Machine Learning / Deep Learning,3.89,3.89,12,FALSE,35000
2018,Female,23,2016,BCSE,No,Yes,Offline,Yes,Yes,Advance,Yes,No,Yes,In a relationship,No,Family,No,No,Poor,14,2,1,20,70,Networking,1,Machine Learning / Deep Learning,2.75,2.88,111,FALSE,70000
2020,Male,22,2018,BCSE,No,No,Online,No,Yes,Intermediate,No,No,No,Single,No,Family,No,No,Excellent,8,7.5,2,2,98,"Programming, Software Development",3,Data Science,4,3.97,87,FALSE,30000
2020,Male,22,2018,BCSE,Yes,No,Online,Yes,Yes,Intermediate,No,No,No,Single,No,Bachelor,No,No,Good,8,3,2,2,95,"Programming, Web development",2,Software,3.57,3.57,90,FALSE,40000
2020,Female,22,2018,BCSE,Yes,No,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,No,Bachelor,Yes,No,Good,8,2.5,2,2,98,Software Development skill,0,Software,3.19,3.41,90,FALSE,20000
2019,Male,23,2018,BCSE,Yes,No,Offline,Yes,Yes,Intermediate,No,No,No,Single,No,Bachelor,No,No,Excellent,11,8.5,5,1.5,99,"Programming, Web development",3,Software,3.6,3.9,130,FALSE,20000
2020,Female,20,2019,BCSE,No,Yes,Offline,Yes,Yes,Intermediate,Yes,No,Yes,Single,No,Family,No,No,Poor,7,6,2,6,85,Software Development skill,3,Machine Learning / Deep Learning,2.88,2.88,68,FALSE,100000
2022,Male,20,2020,BCSE,Yes,No,Offline,Yes,No,Basic,Yes,No,Yes,Single,No,Bachelor,No,No,Poor,2,3,2,6,90,Programming,2,Software,2.74,2.74,23,FALSE,20000
2021,Female,20,2019,BCSE,No,Yes,Offline,Yes,No,Basic,Yes,No,No,Single,No,Family,No,No,Poor,3,5,3,3,50,Programming,3,Hardware,1.41,2.55,25,FALSE,10000
2019,Female,22,2017,BCSE,No,No,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,No,Bachelor,No,No,Good,11,5,2,3,100,Web development skill(Frontend),2,Machine Learning / Deep Learning,3.42,3.32,122,FALSE,40000
2019,Female,22,2017,BCSE,No,No,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,No,Bachelor,No,No,Average,11,5,2,3,99,Web development skill(Frontend),2,Machine Learning / Deep Learning,3.1,3.08,118,FALSE,40000
2020,Male,21,2019,BCSE,Yes,No,Online,Yes,Yes,Advance,No,No,No,Single,No,Bachelor,No,No,Average,8,1.5,2,3,90,"Programming, Web development",2,Machine Learning / Deep Learning,3.96,3.86,87,FALSE,120000
2022,Male,20,2020,BCSE,Yes,No,Online,Yes,Yes,Intermediate,No,No,Yes,Single,No,Bachelor,No,No,Poor,2,3.5,2,2,70,Programming,1,Data Science,3.29,3.29,11,FALSE,37000
2022,Female,22,2017,BCSE,Yes,Yes,Offline,Yes,Yes,Basic,No,No,No,Single,No,Family,No,No,Excellent,2022,3,3,3,100,Programming,2,Software,3.75,3.75,12,FALSE,50000
2020,Female,21,2019,BCSE,Yes,No,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,No,Bachelor,No,No,Excellent,8,5,2,2,100,"Programming, Web development",2,Software,3.66,3.8,87,FALSE,50000
2019,Male,21,2019,BCSE,Yes,No,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,No,Bachelor,No,No,Good,8,4.5,2.5,1,90,"Cyber security, Networking",2,Networking,3.88,3.71,92,FALSE,30000
2020,Male,22,2018,BCSE,Yes,Yes,Online,Yes,Yes,Intermediate,No,No,No,Single,Yes,Bachelor,No,No,Good,8,2,2,1,90,Programming,2,Data Science,4,3.89,75,FALSE,30000
2018,Male,25,2016,BCSE,Yes,Yes,Online,Yes,Yes,Intermediate,Yes,Yes,Yes,Single,No,Family,No,No,Poor,13,2,2,3,90,Programming,2,Artificial Intelligence,2.4,2.41,86,FALSE,50000
2021,Female,22,2018,BCSE,Yes,No,Offline,Yes,Yes,Basic,Yes,No,Yes,Married,No,Family,Yes,No,Average,2,4,2,3,80,Programming,2,Networking,2.86,2.86,15,FALSE,50000
2021,Male,20,2020,BCSE,Yes,No,Online,Yes,Yes,Intermediate,No,No,No,Single,Yes,Bachelor,Yes,No,Average,3,1,1,3,80,Programming,0,UI/UX,2.63,3.07,27,FALSE,25000
2020,Female,21,2018,BCSE,No,Yes,Online,Yes,Yes,Intermediate,No,No,Yes,Single,No,Family,Yes,No,Good,8,3,2,1,96,Web development skill(Backend),2,Machine Learning / Deep Learning,3.48,3.74,87,FALSE,20000
2022,Male,19,2020,BCSE,Yes,Yes,Offline,Yes,Yes,Intermediate,No,No,No,Single,No,Family,No,No,Average,2,1.5,1,4,99,Programming,1,Artificial Intelligence,3.75,3.75,12,FALSE,30000
2019,Male,21,2019,BCSE,Yes,Yes,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,Yes,Family,No,No,Good,8,2.5,2,1,95,Programming,2,Artificial Intelligence,3.94,3.88,90,FALSE,30000
2022,Female,21,2019,BCSE,Yes,Yes,Offline,Yes,No,Intermediate,No,No,Yes,Single,No,Family,No,No,Poor,1,2,1,5,100,Networking,1,Software,0,0,0,FALSE,40000
2022,Female,20,2020,BCSE,Yes,No,Offline,Yes,Yes,Basic,No,No,Yes,Single,No,Family,No,No,Good,2022,2,1,2,99,"Programming, Web development",2,Artificial Intelligence,4,4,13,FALSE,25000
2020,Female,21,2018,BCSE,Yes,No,Offline,Yes,Yes,Intermediate,No,No,Yes,Engaged,No,Family,Yes,No,Average,8,2.5,2,2,80,Web development skill(Backend),1,Networking,3.5,3.63,87,FALSE,90000
2022,Male,19,2020,BCSE,Yes,No,Online,Yes,Yes,Basic,No,No,No,Single,No,Family,No,No,Poor,2,3.347529813,1,2,85,Cyber security,1,Software,1.91,1.75,6,FALSE,300000
2022,Male,20,2021,BCSE,Yes,Yes,Offline,Yes,Yes,Basic,No,No,No,Single,No,Family,No,No,Good,2,2.5,2.5,1,90,i don't,1,Artificial Intelligence,3.85,3.85,11,FALSE,30000
2020,Male,22,2019,BCSE,No,Yes,Offline,Yes,Yes,Basic,No,No,Yes,Single,Yes,Bachelor,No,No,Poor,8,1,1,2,95,Video editing and,2,Machine Learning / Deep Learning,1.97,2.77,70,FALSE,40000
2022,Male,20,2020,BCSE,Yes,Yes,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,No,Family,No,No,Good,2,2,1,2,98,Programming,3,Networking,3.51,3.51,11,FALSE,40000
2022,Male,21,2019,BCSE,No,No,Offline,Yes,Yes,Basic,No,No,Yes,Single,No,Bachelor,No,No,Excellent,2,3,2,2,95,Programming,2,Artificial Intelligence,3.85,3.85,11,FALSE,20000
2022,Female,20,2020,BCSE,Yes,Yes,Offline,Yes,Yes,Basic,No,No,Yes,Single,No,Family,No,No,Average,2,3,3,5,90,Programming,2,Software,4,4,11,FALSE,50000
2022,Male,19,2020,BCSE,No,No,Offline,Yes,Yes,Basic,No,No,Yes,Single,No,Bachelor,No,No,Good,2,4,2,0.75,90,Programming,1,Artificial Intelligence,3.21,3.21,11,FALSE,40000
2020,Female,22,2019,BCSE,Yes,No,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,Yes,Family,No,No,Good,8,3,2,2,95,"Software Development skill,",2,Networking,3.15,3.65,84,FALSE,50000
2022,Male,21,2020,BCSE,Yes,No,Offline,Yes,Yes,Basic,Yes,Yes,Yes,In a relationship,Yes,Bachelor,Yes,No,Average,2,4,4,1,80,Programming,1,"Software, Hardware",3.1,3.1,14,FALSE,20000
2019,Male,23,2016,BCSE,Yes,No,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,No,Bachelor,No,No,Good,10,3.347529813,2,2,90,Mentoring,3,Machine Learning / Deep Learning,3.22,3.47,95,FALSE,13500
2021,Female,22,2019,BCSE,Yes,Yes,Offline,Yes,Yes,Intermediate,No,No,No,Single,No,Family,No,No,Poor,3,3,2,4,70,Programming,2,Machine Learning / Deep Learning,3.52,3.77,23,FALSE,25000
2021,Female,20,2020,BCSE,Yes,No,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,No,Family,No,No,Good,3,2.5,2,2,85,Programming,1,Software,3.24,3.32,23,FALSE,80000
2019,Male,23,2017,BCSE,No,Yes,Offline,Yes,Yes,Intermediate,No,No,No,Single,Yes,Bachelor,Yes,Yes,Excellent,11,5,2.5,0,90,"Programming, Software Development",4,Machine Learning / Deep Learning,3.94,3.95,126,FALSE,25000
2020,Female,22,2018,BCSE,No,No,Online,Yes,Yes,Intermediate,No,No,No,Single,Yes,Family,No,No,Poor,8,4.5,2,7,80,Graphics design,1,Machine Learning / Deep Learning,2.5,2.85,80,FALSE,65000
2020,Female,21,2018,BCSE,No,Yes,Offline,Yes,Yes,Basic,No,No,No,Single,No,Bachelor,Yes,No,Average,8,3,1,3,95,graphic design,5,Data Science,2.65,2.85,70,FALSE,35000
2021,Male,20,2020,BCSE,Yes,Yes,Online,Yes,No,Intermediate,No,No,No,Single,No,Family,No,No,Poor,2,1,2,6,80,Software Development skill,1,Software,2.91,2.91,11,FALSE,25000
2020,Male,21,2019,BCSE,Yes,Yes,Offline,Yes,Yes,Basic,No,No,No,Single,Yes,Family,No,No,Good,7,8.5,2,1,100,Web development skill(Frontend),1,Data Science,3.67,3.48,75,FALSE,25000
2022,Female,21,2019,BCSE,Yes,No,Offline,Yes,Yes,Intermediate,No,No,No,Single,No,Bachelor,No,No,Excellent,2,5,2,2,99,Programming,2,Software,4,4,12,FALSE,30000
2022,Male,21,2020,BCSE,Yes,Yes,Offline,Yes,Yes,Basic,No,No,Yes,Single,Yes,Family,No,No,Good,2,12.5,2,4,95,"Programming, Web development",1,Machine Learning / Deep Learning,3.92,3.92,12,FALSE,35000
2019,Male,23,2018,BCSE,No,No,Online,Yes,Yes,Advance,No,No,Yes,Single,No,Bachelor,No,No,Poor,11,6,2,6,90,Web development skill(Frontend),5,UI/UX,3.02,3.05,123,FALSE,40000
2020,Female,21,2019,BCSE,No,Yes,Online,Yes,Yes,Advance,No,No,No,Single,No,Family,No,No,Good,8,13.5,2,1,100,"Programming, Web development",2,Networking,3.77,3.69,88,FALSE,5000
2021,Male,21,2020,BCSE,No,Yes,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,Yes,Family,No,No,Good,4,2.5,1,2,96,Programming,1,Data Science,3.89,3.7,35,FALSE,8090
2014,Female,25,2013,BCSE,No,Yes,Offline,Yes,Yes,Intermediate,Yes,No,Yes,Married,No,Family,No,No,Average,15,4,3,1,90,Networking,2,Networking,3.06,2.86,140,FALSE,40000
2019,Male,21,2019,BCSE,No,Yes,Online,Yes,Yes,Intermediate,Yes,No,No,Single,Yes,Family,Yes,No,Poor,8,1,2,4,57,Programming,3,Machine Learning / Deep Learning,3.66,3.01,77,FALSE,45000
2020,Female,22,2018,BCSE,Yes,Yes,Offline,Yes,Yes,Basic,Yes,No,Yes,Single,No,Bachelor,No,No,Poor,8,3,1,3,100,Networking,4,Data Science,2.15,2.54,70,FALSE,25000
2017,Male,24,2017,BCSE,Yes,Yes,Online,Yes,Yes,Intermediate,No,No,No,Single,No,Family,No,No,Average,9,1,1,1,85,"Programming, Web development",2,Software,3.39,3.29,90,FALSE,40000
2019,Female,22,2018,BCSE,No,No,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,No,Family,No,No,Good,11,3.347529813,1,2,95,Web development skill(Backend),2,Artificial Intelligence,3.78,3.54,125,FALSE,60000
2017,Male,25,2016,BCSE,No,Yes,Online,Yes,Yes,Intermediate,No,No,Yes,Single,Yes,Family,No,No,Good,8,6,3,4,90,"Software Development skill,",4,Software,3.51,3.51,147,FALSE,100000
2020,Male,22,2016,BCSE,No,Yes,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,No,Bachelor,Yes,No,Poor,7,2,1.5,2,60,Programming,1,Networking,2.92,2.9,58,FALSE,20000
2019,Female,21,2019,BCSE,No,Yes,Offline,Yes,Yes,Advance,Yes,No,Yes,Engaged,Yes,Bachelor,No,No,Poor,8,5,2,3,90,Networking,2,Networking,2.13,2.45,87,FALSE,40000
2020,Male,22,2019,BCSE,No,No,Offline,Yes,Yes,Intermediate,No,No,No,Single,No,Bachelor,Yes,No,Average,2022,2,1,2,80,"Programming, Web development",1,Networking,3.4,2.8,80,FALSE,35000
2020,Female,21,2019,BCSE,Yes,Yes,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,Yes,Family,Yes,No,Average,8,2.5,2,1,80,Machine Learning,3,Machine Learning / Deep Learning,3.4,3.5,87,FALSE,40000
2021,Male,20,2020,BCSE,No,Yes,Offline,Yes,Yes,Basic,No,No,Yes,Single,Yes,Family,No,No,Average,2022,1.5,1,1,100,Market Analysis,1,Data Science,2.59,3.01,24,FALSE,40000
2020,Female,21,2019,BCSE,Yes,No,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,Yes,Family,No,No,Good,8,2.5,1,3,97,Programming,1,Software,3.78,3.77,87,FALSE,15000
2022,Male,20,2020,BCSE,Yes,Yes,Online,Yes,Yes,Basic,No,No,No,Single,No,Family,No,No,Poor,2,2,1,10,95,Programming,2,Networking,1.75,3.39,11,FALSE,30000
2020,Male,22,2019,BCSE,No,No,Offline,Yes,Yes,Intermediate,No,No,No,Single,Yes,Bachelor,Yes,No,Poor,7,0,0,2,100,Programming,0,Data Science,3.4,3.65,75,FALSE,50000
2021,Female,21,2021,BCSE,Yes,No,Offline,Yes,Yes,Basic,Yes,Yes,Yes,Single,No,Bachelor,No,No,Poor,3,7,7,3,99,Programming,1,Machine Learning / Deep Learning,1.52,1.64,8,FALSE,60000
2019,Female,22,2018,BCSE,No,Yes,Offline,Yes,Yes,Advance,No,No,Yes,Single,Yes,Family,Yes,No,Good,11,2,1,4,90,"Programming, Networking",3,Data Science,3.66,3.37,123,FALSE,60000
2020,Male,20,2019,BCSE,No,No,Offline,Yes,Yes,Intermediate,Yes,No,No,Single,Yes,Bachelor,No,No,Average,8,1,3,2,90,"Web development skill(Frontend),",3,Web Development,3.5,3.12,90,FALSE,25000
2019,Female,23,2017,BCSE,No,Yes,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,Yes,Family,No,No,Poor,11,2.5,1.5,4,70,"Programming, Web development",2,Networking,3.59,3.55,123,FALSE,50000
2021,Male,20,2019,BCSE,Yes,No,Offline,Yes,Yes,Basic,No,No,Yes,Single,No,Bachelor,No,No,Average,3,4,2,3,100,Programming,3,Data Science,3.03,3.03,23,FALSE,7000
2020,Male,23,2018,BCSE,Yes,No,Offline,Yes,Yes,Basic,No,No,Yes,Single,No,Bachelor,Yes,No,Good,8,2.5,3.5,2,90,Programming,1,Data Science,3.94,3.9,91,FALSE,20000
2021,Male,21,2020,BCSE,Yes,Yes,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,Yes,Family,No,No,Good,2,3.5,2,2,95,"Programming, Web development",3,Hardware,4,3.39,12,FALSE,40000
2020,Female,22,2019,BCSE,No,Yes,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,No,Family,No,No,Good,8,3,2,4,97,Programming,3,Hardware,3.49,3.44,80,FALSE,45000
2019,Male,24,2018,BCSE,No,Yes,Online,Yes,Yes,Intermediate,No,No,Yes,Single,Yes,Family,No,No,Poor,11,3,2,20,90,"Web development skill(Frontend),",6,Networking,3.45,3.34,117,FALSE,19000
2020,Male,20,2019,BCSE,No,No,Offline,Yes,Yes,Intermediate,No,No,No,Single,No,Family,Yes,No,Good,6,2.5,2,4,90,"Programming, Cyber security",2,Networking,3.58,3.5,72,FALSE,50000
